"BLDG_ID","PIN","NAME","PARCL_NAME","BLDG_AD","PARCL_ADRS","BLDG_SF","PARCL_AREA","LU","LU_DETAIL","ZONING","ZONE_CAT","PUB_OR_PRI","HOUS_UNITS","YR_BUILT","I_VAL_15","L_VAL_15","RENT_TYPE","STUDIO","RES_TYPE","CONDITION","SCORE_1","SCORE_1A","SCORE_1_1B","SCORE_2_1B","SCORE_3_1B","RRIO","SCORE_2","SCORE_2A","SCORE_1_2B","SCORE_2_2B","SCORE_3_2B","URM","SCORE_3","SCORE_3A","SCORE_1_3B","SCORE_2_3B","SCORE_3_3B","PRMT_COUNT","PRMT_VAL","SCORE_4","SCORE_4A","SCORE_1_4B","SCORE_2_4B","SCORE_3_4B","VLTN_COUNT","SCORE_5","SCORE_5A","SCORE_1_5B","SCORE_2_5B","SCORE_3_5B","OCC_RATE","SCORE_6","SCORE_6A","SCORE_1_6B","SCORE_2_6B","SCORE_3_6B","WILL_SELL","SCORE_7","SCORE_7A","SCORE_1_7B","SCORE_2_7B","SCORE_3_7B","SALE_DATE","SALE_PRICE","TURNOVER","SCORE_8","SCORE_8A","SCORE_1_8B","SCORE_2_8B","SCORE_3_8B","NEIGHBORS","SCORE_9","SCORE_9A","SCORE_1_9B","SCORE_2_9B","SCORE_3_9B","INDEX_A","INDEX_S1_B","INDEX_S2_B","INDEX_S3_B","NEW_S_1B","NEW_S_2B","NEW_S_3B","NEW_S_4B","NEW_S_5B","NEW_S_6B","NEW_S_7B","NEW_S_8B","NEW_S_9B","NEW_IDX_B"
"22","8653700000","TOBIRA","TOBIRA","108 5TH AVE S","108   5TH AVE S",109284,"19351","Commercial/Mixed-Use","Condominium(Mixed Use)","IDR 45/125-240","IDR","PRIVATE",88,2001,13928200,2705400,"Market-based",NA,NA,"good",0,0,0,0,0,"no info",0,0,0,0,0,"no",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,0,NA
"23","5247802080","NIPPON KAN/KOBE PARK BUILDING","NIPPON KAN/KOBE PARK BUILDING","624 S WASHINGTON ST","633   YESLER WAY",31432,"13370","Commercial/Mixed-Use","Office Building","IDR 150","IDR","PRIVATE",0,1970,1673100,1741500,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"yes",1,11.11,14.28,16.68,15.78,2,35000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,"2005-07-26",3100000,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,14.28,0,NA,NA,0,0,0,NA
"24","5247802005","METROPOLITAN PARK","METROPOLITAN PARK","601 S WASHINGTON ST","601  S WASHINGTON ST",58015,"15334","Multi-Family","Apartment","IDR 150","IDR","PRIVATE",83,2001,18426400,2073600,"Market-based",1100,"Market Rate","good",0,0,0,0,0,"no info",0,0,0,0,0,"no",0,0,0,0,0,1,50228,0,0,0,0,0,1,1,11.11,7.14,5.56,5.26,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,"1993-06-18",6490400,1,1,11.11,14.28,16.68,15.78,1,1,11.11,14.28,16.68,15.78,NA,NA,NA,NA,0,0,0,0,7.14,NA,0,14.28,14.28,NA
"25","5247802015","INTERNATIONAL TERRACE","INTERNATIONAL TERRACE-EXEMPT","202 6TH AVE S","202   6TH AVE S",76094,"23016","Multi-Family","Apartment(Subsidized)","IDR 150","IDR","PUBLIC",100,1995,14953400,2649600,"Mission-based",NA,"Formal Affordable","good",0,0,0,0,0,"yes",0,0,0,0,0,"no",0,0,0,0,0,1,25000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,11.11,14.28,16.68,15.78,NA,NA,NA,NA,0,0,0,0,NA,NA,0,NA,14.28,NA
"26","5247801550","IMPERIAL HOUSE","IMPERIAL HOUSE","520 S MAIN ST","520  S MAIN ST",74327,"7208","Multi-Family","Apartment","IDR 45/125-240","IDR","PRIVATE",96,1988,9047000,1008000,"Mission-based",1111,"Formal Affordable","good",0,0,0,0,0,"yes",0,0,0,0,0,"no",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,0,NA
"27","5247801292","5TH & JACKSON BUILDING","5Th & Jackson Building","315 5TH AVE S","315  S JACKSON ST",181694,"17415","Commercial/Mixed-Use","Office Building","IDR/C 125/150-240","IDR","PRIVATE",0,2002,30071000,2457000,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,6,556561,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,"2000-04-27",5280000,2,1,11.11,14.28,16.68,15.78,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,0,14.28,0,NA
"28","5247801610","RESTAURANT/OFFICE BLDG.","Restaurant/Office Bldg.","513 S MAIN ST","513  S MAIN ST",15939,"11122","Commercial/Mixed-Use","Office Building","IDR 150","IDR","PRIVATE",0,1985,1075300,1498500,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"yes",1,11.11,14.28,16.68,15.78,4,315000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,14.28,0,NA,NA,0,NA,0,NA
"29","5247801965","PANAMA HOTEL","PANAMA HOTEL","605 S MAIN ST","605  S MAIN ST",33040,"7203","Commercial/Mixed-Use","Hotel/Motel","IDR 150","IDR","PRIVATE",0,1980,4595000,972000,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"yes",1,11.11,14.28,16.68,15.78,1,24000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",1,11.11,7.14,5.56,5.26,"1986-12-09",500000,0,0,0,0,0,0,0.5,0.5,5.56,7.14,8.34,7.89,NA,NA,NA,NA,0,0,14.28,0,NA,NA,7.14,0,7.14,NA
"30","5247802245","NIHONMACHI TERRACE","NIHONMACHI TERRACE APTS","651 S MAIN ST","651  S MAIN ST",48360,"7206","Multi-Family","Apartment(Subsidized)","IDR 150","IDR","PRIVATE",50,2005,15056000,972000,"Mission-based",NA,"Formal Affordable","good",0,0,0,0,0,"yes or exempt",0,0,0,0,0,"no",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,"2002-09-25",756000,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA
"31","5247802775","RETAIL & AUTO REPAIR","Retail & AUTO REPAIR","710 S JACKSON ST","710  S JACKSON ST",12900,"13241","Commercial/Mixed-Use","Retail Store","IDM-75-85","IDM","PRIVATE",0,1960,1000,1612800,NA,NA,NA,"fair",0.75,8.33,5.35,4.17,3.94,"n/a",0,0,0,0,0,"yes",1,11.11,14.28,16.68,15.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,5.56,7.14,8.34,7.89,NA,NA,NA,NA,5.35,0,14.28,NA,NA,NA,0,NA,7.14,NA
"32","5247801620","RETAIL & GARAGE","Retail & Garage","404 5TH AVE S","404   5TH AVE S",14400,"14423","Commercial/Mixed-Use","Retail Store","IDM-75-85","IDM","PRIVATE",0,1960,1000,1728000,NA,NA,NA,"fair",0.75,8.33,5.35,4.17,3.94,"n/a",0,0,0,0,0,"yes",1,11.11,14.28,16.68,15.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,5.35,0,14.28,NA,NA,NA,0,NA,0,NA
"33","1275150000","BUSH HOTEL","BUSH HOTEL 2","617 S JACKSON ST",NA,75187,"14281","Commercial/Mixed-Use","Condominium(Mixed Use)","IDM-75-85","IDM","PRIVATE",94,1973,8725300,1612700,"Mission-based",500,"Formal Affordable","good",0,0,0,0,0,"yes or exempt",0,0,0,0,0,"yes",1,11.11,14.28,16.68,15.78,6,614000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,14.28,0,NA,0,0,NA,0,NA
"34","5247801640","BANK OF AMERICA","BANK OF AMERICA","525 S JACKSON ST","525  S JACKSON ST",6120,"19831","Commercial/Mixed-Use","Bank","IDM-75-85","IDM","PRIVATE",0,1964,676300,2376000,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,1,96000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,11.11,14.28,16.68,15.78,NA,NA,NA,NA,0,0,0,0,NA,NA,0,NA,14.28,NA
"35","5247801925","WASHINGTON FEDERAL","WASHINGTON FEDERAL","601 S JACKSON ST","601  S JACKSON ST",8664,"13683","Commercial/Mixed-Use","Bank","IDM-75-85","IDM","PRIVATE",0,1986,1086500,1641600,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,3,160000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,11.11,14.28,16.68,15.78,NA,NA,NA,NA,0,0,0,0,NA,NA,0,NA,14.28,NA
"36","8809700000","UNION STATION CONDOMINIUM","UNION STATION CONDOMINIUM-","401 S JACKSON ST","401  S JACKSON ST",1374337,"337094","Commercial/Mixed-Use","Condominium(Mixed Use)","IDM-65-150","IDM","PRIVATE",0,2000,222816700,45730700,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,12,1533944,-1,-11.11,-10.71,-8.34,-10.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,-10.71,NA,NA,0,NA,0,NA
"37","5247802755","HOUSE OF HONG","HOUSE OF HONG","409 8TH AVE S","409   8TH AVE S",11794,"13437","Commercial/Mixed-Use","Restaurant/Lounge","IDM-75-85","IDM","PRIVATE",0,1988,1651500,1612800,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"yes",1,11.11,14.28,16.68,15.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",1,11.11,7.14,5.56,5.26,"1992-11-30",1280000,1,1,11.11,14.28,16.68,15.78,0.5,0.5,5.56,7.14,8.34,7.89,NA,NA,NA,NA,0,0,14.28,NA,NA,NA,7.14,14.28,7.14,NA
"38","5247802300","CHINESE POST","Chinese Post","412 MAYNARD AVE S","412   MAYNARD AVE S",20545,"7199","Commercial/Mixed-Use","Apartment(Mixed Use)","IDM-75-85","IDM","PRIVATE",0,2001,2759200,864000,"Market-based",NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,11.11,14.28,16.68,15.78,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,14.28,NA
"39","5247802735","REPUBLIC HOTEL","REPUBLIC HOTEL & RETAIL/CHEW LUN B.A.","416 7TH AVE S","416   7TH AVE S",27300,"7680","Multi-Family","Rooming House","IDM-75-85","IDM","PRIVATE",0,1965,1360800,921600,"Market-based",NA,"Information Unavailable","poor",1,11.11,7.14,5.56,5.26,"n/a",0,0,0,0,0,"yes",1,11.11,14.28,16.68,15.78,1,0,0,0,0,0,0,1,1,11.11,7.14,5.56,5.26,0,1,11.11,10.71,8.34,10.52,"Y",1,11.11,7.14,5.56,5.26,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,5.56,7.14,8.34,7.89,61.11,53.55,50.04,49.97,7.14,0,14.28,0,7.14,10.71,7.14,NA,7.14,53.55
"40","5247802745","FOUR SEAS RESTAURANT","FOUR SEAS RESTAURANT","714 S KING ST","714  S KING ST",5956,"15358","Commercial/Mixed-Use","Restaurant/Lounge","IDM-75-85","IDM","PRIVATE",0,1980,223900,1843200,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",1,11.11,7.14,5.56,5.26,"1988-01-29",737500,1,1,11.11,14.28,16.68,15.78,1,1,11.11,14.28,16.68,15.78,NA,NA,NA,NA,0,0,0,NA,NA,NA,7.14,14.28,14.28,NA
"41","5247802315","ATLAS HOTEL","ATLAS HOTEL & RETAIL STORES","420 MAYNARD AVE S","420   MAYNARD AVE S",34920,"11637","Commercial/Mixed-Use","Apartment(Mixed Use)","IDM-75-85","IDM","PRIVATE",46,1975,3366400,1396800,"Market-based",550,"Informal Affordable - low","good",0,0,0,0,0,"yes or exempt",0,0,0,0,0,"yes",1,11.11,14.28,16.68,15.78,NA,NA,NA,NA,NA,NA,NA,1,1,11.11,7.14,5.56,5.26,83,0,0,0,0,0,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,22.22,21.42,22.24,21.04,0,0,14.28,NA,7.14,0,0,NA,0,21.42
"42","5247801635","AMERICAN HOTEL (HOSTEL)","AMERICAN HOTEL (HOSTEL)","520 S KING ST","520  S KING ST",25818,"7212","Multi-Family","Apartment(Subsidized)","IDM-75-85","IDM","PRIVATE",0,1971,3279300,864000,"Market-based",NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,1,96000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,"2008-11-21",4600000,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA
"43","5247801875","HOWARD DONG BUILDING","HOWARD DONG BUILDING","601 S KING ST","601  S KING ST",21600,"7199","Commercial/Mixed-Use","Office Building","IDM-75-85","IDM","PRIVATE",0,1993,2417400,864000,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,"1992-10-05",44500,0,0,0,0,0,0,0.5,0.5,5.56,7.14,8.34,7.89,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,0,7.14,NA
"44","5247801910","FREEDMAN APARTMENTS","FREEDMAN APARTMENTS & Purple Dot Cafe","515 MAYNARD AVE S","515   MAYNARD AVE S",28800,"7200","Multi-Family","Apartment","IDM-75-85","IDM","PRIVATE",24,1975,3751400,864000,"Market-based",800,"Informal Affordable - moderate","good",0,0,0,0,0,"yes or exempt",0,0,0,0,0,"yes",1,11.11,14.28,16.68,15.78,1,100000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,11.11,14.28,16.68,15.78,0,0,14.28,0,NA,0,0,NA,0,14.28
"45","8809700000","UNION STATION CONDOMINIUM","UNION STATION CONDOMINIUM-","550 4TH AVE S","401  S JACKSON ST",1374337,"337094","Commercial/Mixed-Use","Condominium(Mixed Use)","IDM-65-150","IDM","PRIVATE",0,2000,222816700,45730700,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,12,1533944,-1,-11.11,-10.71,-8.34,-10.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,-10.71,NA,NA,0,NA,0,NA
"46","5247802680","WEST KONG YICK","HOTEL-KONGYICK INVESTMENT CO","508 1/2 7TH AVE S","508 1/2  7TH AVE S",56800,"14403","Commercial/Mixed-Use","Apartment(Mixed Use)","IDM-75-85","IDM","PRIVATE",0,1960,664300,1728000,"Market-based",250,"Informal Affordable - low","fair",0.75,8.33,5.35,4.17,3.94,"no",1,11.11,14.28,16.68,15.78,"yes",1,11.11,14.28,16.68,15.78,1,225000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,18,1,11.11,10.71,8.34,10.52,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,41.66,44.62,45.87,46.02,5.35,14.28,14.28,0,NA,10.71,0,NA,0,44.62
"47","5247801881","SHANGHAI GARDEN","SHANGHAI GARDEN & OTHER RESTAURANTS","514 6TH AVE S","514   6TH AVE S",9650,"14397","Commercial/Mixed-Use","Retail Store","IDM-75-85","IDM","PRIVATE",0,1979,1000,1728000,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,2,69500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,5.56,7.14,8.34,7.89,NA,NA,NA,NA,0,0,0,0,NA,NA,0,NA,7.14,NA
"48","5247802695","CHONG WA","CHONG WA BENEVOLENT ASSN","522 7TH AVE S","522   7TH AVE S",9152,"7201","Major Institution And Public Facilities/Utilities","School(Public)","IDM-75-85","IDM","PRIVATE",0,1975,525200,864000,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"yes",1,11.11,14.28,16.68,15.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,14.28,NA,NA,NA,0,NA,0,NA
"49","5247802350","EASTERN HOTEL","EASTERN HOTEL","506 MAYNARD AVE S","506   MAYNARD AVE S",27161,"7200","Multi-Family","Historic Prop(Residence)","IDM-75-85","IDM","PRIVATE",52,1990,4699800,864000,"Mission-based",500,"Formal Affordable","good",0,0,0,0,0,"yes or exempt",0,0,0,0,0,"yes",1,11.11,14.28,16.68,15.78,1,100000,0,0,0,0,0,1,1,11.11,7.14,5.56,5.26,100,0,0,0,0,0,"N",0,0,0,0,0,"1996-11-22",359035,1,1,11.11,14.28,16.68,15.78,0.5,0.5,5.56,7.14,8.34,7.89,NA,NA,NA,NA,0,0,14.28,0,7.14,0,0,14.28,7.14,NA
"50","5247802725","AUTO REPAIR","AUTO REPAIR","408 7TH AVE S","701  S JACKSON ST",6794,"13439","Commercial/Mixed-Use","Service Station","IDM-75-85","IDM","PRIVATE",0,1960,1000,1612800,NA,NA,NA,"fair",0.75,8.33,5.35,4.17,3.94,"n/a",0,0,0,0,0,"no",0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",1,11.11,7.14,5.56,5.26,NA,NA,NA,NA,NA,NA,NA,NA,1,1,11.11,14.28,16.68,15.78,NA,NA,NA,NA,5.35,0,0,0,NA,NA,7.14,NA,14.28,NA
"51","5247801465","FIRE STATION 10","Fire Station 10","401 YESLER WAY","401   YESLER WAY",61156,"61509","Major Institution And Public Facilities/Utilities","Governmental Service","IDR/C 125/150-240","IDR","CITY OF SEATTLE",0,2008,16521700,7368700,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,1,1500000,-1,-11.11,-10.71,-8.34,-10.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,-10.71,NA,NA,0,NA,0,NA
"52","5247802665","WHSE","Whse","605 8TH AVE S","605   8TH AVE S",1403,"4599","Industrial","Warehouse","IDM 75/85-150","IDM","PRIVATE",0,1958,1000,625800,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",1,11.11,7.14,5.56,5.26,"2002-03-05",575000,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,7.14,0,0,NA
"53","8592900065","ENG SUEY SUN PLAZA","ENG SUEY SUN PLAZA","815 S WELLER ST","815  S WELLER ST",23472,"20151","Commercial/Mixed-Use","Office Building","IDM 75/85-150","IDM","PRIVATE",0,1989,961800,2721600,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,0,NA
"54","8592900080","REPROGRAPHICS NW","REPROGRAPHICS NW","616 8TH AVE S","616   8TH AVE S",11071,"20152","Industrial","Warehouse","IDM 75/85-150","IDM","PRIVATE",0,1970,1000,2721600,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,0,NA
"55","8592900105","LEGACY HOUSE","Village Square","802 S DEARBORN ST","802  S DEARBORN ST",90185,"38317","Commercial/Mixed-Use","Apartment(Mixed Use)","IDM 75/85-150","IDM","PUBLIC",0,1999,11041400,3792000,"Mission-based",NA,"Formal Affordable","good",0,0,0,0,0,"yes or exempt",0,0,0,0,0,"no",0,0,0,0,0,1,120000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,0,NA,0,NA
"56","8170100455","THE WELLER BUILDING","The Weller Building","1225 S WELLER ST","1225  S WELLER ST",48237,"26796","Commercial/Mixed-Use","Office Building","DMC 85/65-150","DMC","PRIVATE",0,2001,6354100,2550700,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,5.56,7.14,8.34,7.89,NA,NA,NA,NA,0,0,0,0,NA,NA,0,NA,7.14,NA
"57","8170100415","SEATTLE INDIAN CENTER/CLINIC","SEATTLE INDIAN CENTER/CLINIC","611 12TH AVE S","611   12TH AVE S",30160,"67020","Commercial/Mixed-Use","Medical/Dental Office","DMC 85/65-150","DMC","PRIVATE",0,1990,285600,6331000,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,2,13000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,0,NA,0,NA
"58","8170100420","LESCHI HOUSE","LESCHI HOUSE","1011 S WELLER ST","1011  S WELLER ST",33337,"42611","Multi-Family","Apartment","DMC 85/65-150","DMC","PUBLIC",35,1992,1178700,4041300,"Mission-based",940,"Formal Affordable","good",0,0,0,0,0,"yes or exempt",0,0,0,0,0,"no",0,0,0,0,0,1,6337696,-1,-11.11,-10.71,-8.34,-10.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,-10.71,NA,NA,0,NA,0,NA
"59","5391600100","HIP SING","HIP WAH HING","418 8TH AVE S","418   8TH AVE S",13664,"3360","Multi-Family","Rooming House","IDM-75-85","IDM","PRIVATE",0,1960,640800,403200,"Market-based",320,"Informal Affordable - low","poor",1,11.11,7.14,5.56,5.26,"yes",0,0,0,0,0,"yes",1,11.11,14.28,16.68,15.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1,11.11,10.71,8.34,10.52,"Y",1,11.11,7.14,5.56,5.26,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,5.56,7.14,8.34,7.89,50,46.41,44.48,44.71,7.14,0,14.28,NA,NA,10.71,7.14,NA,7.14,46.41
"60","5391600300","TSUE CHONG FOODS","RETAIL & WHSE","800 S WELLER ST","805  S KING ST",10440,"13441","Industrial","Warehouse","IDM-75-85","IDM","PRIVATE",0,1965,1000,1612800,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,0,NA
"61","8170100396","SERVICE GARAGE","SERVICE GARAGE","520 12TH AVE S","520   12TH AVE S",905,"6583","Commercial/Mixed-Use","Service Building","DMR/C 65/65-150","DMR","PRIVATE",0,1948,1000,627000,NA,NA,NA,"fair",0.75,8.33,5.35,4.17,3.94,"n/a",0,0,0,0,0,"no",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,5.35,0,0,NA,NA,NA,0,NA,0,NA
"62","8592400055","ORIENT CENTER",NA,"200 12TH AVE S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,0,NA
